first_sentence,second_sentence,score,dot_score,cos_score,eucl_score,score_type,score_name
"I stuck a pin through a carrot. When I pulled the pin out, it had a hole.",The carrot had a hole.,1,113.5096435546875,0.699242353439331,10.05129,binary,is_entailment
John couldn't see the stage with Billy in front of him because he is so short.,John is so short.,1,142.26145935058594,0.6553505659103394,12.361961,binary,is_entailment
The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood.,The police were trying to stop the drug trade in the neighborhood.,1,164.20729064941406,0.6999714374542236,12.105753,binary,is_entailment
Steve follows Fred's example in everything. He influences him hugely.,Steve influences him hugely.,0,169.93296813964844,0.7439634799957275,10.89858,binary,is_entailment
"When Tatyana reached the cabin, her mother was sleeping. She was careful not to disturb her, undressing and climbing back into her berth.","mother was careful not to disturb her, undressing and climbing back into her berth.",0,95.37879180908203,0.6269283890724182,10.769203,binary,is_entailment
"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",George was particularly eager to see it.,0,139.297607421875,0.6630159616470337,11.970528,binary,is_entailment
John was jogging through the park when he saw a man juggling watermelons. He was very impressive.,John was very impressive.,0,94.90149688720703,0.4962889850139618,14.348366,binary,is_entailment
I couldn't put the pot on the shelf because it was too tall.,The pot was too tall.,1,133.0990447998047,0.6936687231063843,10.850728,binary,is_entailment
"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them.",There were simply not enough copies of the newsletter.,1,109.26490783691406,0.6895503997802734,10.029054,binary,is_entailment
At the Loebner competition the judges couldn't figure out which respondents were the chatbots because they were so advanced.,The judges were so advanced.,0,87.36894226074219,0.44971317052841187,14.760611,binary,is_entailment
I took the water bottle out of the backpack so that it would be lighter.,I took the water bottle out of the backpack so that the backpack would be lighter.,1,146.44659423828125,0.9858221411705017,2.0559256,binary,is_entailment
The table won't fit through the doorway because it is too narrow.,The table is too narrow.,0,139.01425170898438,0.7422999739646912,10.017024,binary,is_entailment
I took the water bottle out of the backpack so that it would be handy.,I took the water bottle out of the backpack so that the backpack would be handy.,0,141.36392211914062,0.9775219559669495,2.5541372,binary,is_entailment
The firemen arrived after the police because they were coming from so far away.,The police were coming from so far away.,0,167.06600952148438,0.7977483868598938,9.219325,binary,is_entailment
"Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office.",Dad could not help him now.,0,72.17698669433594,0.4562877416610718,13.882771,binary,is_entailment
I poured water from the bottle into the cup until it was empty.,The cup was empty.,0,141.8094024658203,0.5298617482185364,16.411957,binary,is_entailment
I put the cake away in the refrigerator. It has a lot of butter in it.,The cake has a lot of butter in it.,1,145.09332275390625,0.6889774799346924,11.65117,binary,is_entailment
"Lionel is holding captive a scientist, Dr. Vardi, who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey and send him to steal nuclear material from an army vault.",Lionel plans to use it on Geoffrey and send Lionel to steal nuclear material from an army vault.,0,96.62373352050781,0.6110889315605164,11.198363,binary,is_entailment
